Id,mean_exam_points
10000,52.431745196140426
10001,63.48121263150617
10002,54.03952917922653
10003,84.31985952407511
10004,84.53173555702537
10005,54.69817861884641
10006,51.42734918729738
10007,51.54815831124746
10008,62.08628268543512
10009,77.75963205310012
10010,51.2787673287308
10011,59.01464450280193
10012,52.50228107587438
10013,80.2066436129235
10014,62.79134878283003
10015,64.17309253157467
10016,82.83173787724759
10017,52.87616277248842
10018,55.33753368791376
10019,52.51667176211865
10020,77.23522891125845
10021,62.37315260023435
10022,65.78971311099272
10023,54.538935720604385
10024,54.955911916918744
10025,77.74095038174664
10026,58.90631318845647
10027,51.82246617278423
10028,59.74870353363575
10029,55.21617237437833
10030,73.71444820658792
10031,54.96266147238651
10032,54.80808616099088
10033,51.469966277815644
10034,54.35029841629489
10035,73.49874009558388
10036,55.2831905758118
10037,77.26420635790879
10038,58.99853788526501
10039,83.37458071178617
10040,83.30653660829863
10041,63.805453023017094
10042,62.203761772048054
10043,59.19530745835516
10044,58.9261583496279
10045,53.06778804082636
10046,54.52216850943911
10047,54.016754054380065
10048,64.04686847698206
10049,80.25083879508117
10050,53.81962957143145
10051,85.16229776368371
10052,52.85129644627136
10053,61.71733600377162
10054,55.41713118982011
10055,54.91810134561614
10056,74.43771896250078
10057,52.4819138065912
10058,64.90476808630923
10059,76.21212474415648
10060,63.03937010897475
10061,55.174504351607894
10062,54.53262212315329
10063,52.11043996554045
10064,62.31497515563922
10065,51.11952443048878
10066,51.77060552113982
10067,80.20280928043032
10068,58.48640702846707
10069,56.50384217718471
10070,64.66344842120294
10071,59.415207066150245
10072,52.437670730004186
10073,53.000650535568916
10074,66.33242879250922
10075,59.222257084852814
10076,73.42226485201438
10077,59.45099744948624
10078,63.69428753385526
10079,77.39690318002906
10080,59.64428759994168
10081,56.835003063000286
10082,80.91843862690573
10083,73.8989786483632
10084,61.66925859469143
10085,57.44148297170622
10086,79.40214736729924
10087,78.07457579181967
10088,51.46867704090981
10089,81.22114072780047
10090,52.631315790318084
10091,52.22799046154802
10092,55.07980038984144
10093,65.13350845094266
10094,66.10635998749552
10095,61.333187073389354
10096,83.60298341377154
10097,65.26788502296763
10098,80.51357851749867
10099,52.9392987469994
10100,81.14707068783207
10101,55.17829078967174
10102,59.07186968414959
10103,65.43931915809517
10104,61.65031780233814
10105,68.39493801339383
10106,53.01680504753516
10107,51.76038618180091
10108,62.432195435108326
10109,51.837623722573305
10110,55.35793634033779
10111,52.073032594516285
10112,65.43165049310883
10113,58.44469111126732
10114,60.408624172487144
10115,77.24149461428021
10116,51.894446099633186
10117,78.61748376799798
10118,54.23034006472404
10119,57.7333114164213
10120,62.73491446935749
10121,53.85837717399138
10122,81.13450390220763
10123,55.00646859095686
10124,61.69208161396723
10125,75.85038351391378
10126,52.507627669377555
10127,59.065153282410705
10128,53.63587899741442
10129,52.777576583799444
10130,73.24656042637699
10131,59.34192316169499
10132,53.724925609664986
10133,76.25337744779068
10134,78.75822183190337
10135,80.22643568242967
10136,75.63796099338774
10137,51.501534265071136
10138,80.38730656847673
10139,62.81660317263443
10140,60.17497118550557
10141,62.985946106391395
10142,77.00077574768304
10143,61.126662831178166
10144,51.50655862561639
10145,51.431696629521724
10146,63.96722308064638
10147,54.8282370059322
10148,53.71412769954041
10149,59.4622191759139
10150,81.85930685706688
10151,65.21558521780693
10152,81.19516061176068
10153,62.635892322651856
10154,61.75905192097139
10155,65.56845592915245
10156,54.79671691310605
10157,59.70698761643598
10158,59.52637255531208
10159,54.15696037141013
10160,52.00356828185376
10161,73.24408116141906
10162,52.39986055469223
10163,51.037447663624505
10164,62.950543786642726
10165,79.1170205836226
10166,77.6067027523092
10167,64.20384333683663
10168,78.77708157609845
10169,55.117634080118684
10170,51.38609848539946
10171,51.37978488794836
10172,59.38399398875321
10173,62.537401922821545
10174,59.020958100253026
10175,54.55156291550658
10176,62.8267511025787
10177,64.20229252951945
10178,58.55973882735165
10179,58.50325661944978
10180,75.82124689718688
10181,54.5073677333489
10182,65.6052158229463
10183,61.75273832352029
10184,78.52313471608997
10185,62.83044175178388
10186,56.809700778766555
10187,82.35592844971691
10188,52.590647925224445
10189,64.18955405897005
10190,80.24115407870245
10191,52.94067732949995
10192,76.29752473551903
10193,79.35199349754892
10194,77.84802241741549
10195,69.11824681447229
10196,53.006269054003546
10197,52.01192518624612
10198,51.86190860191983
10199,61.71733600377162
10200,51.36084409559507
10201,51.29770812108409
10202,54.15739632942679
10203,74.54328974083646
10204,65.30576660767422
10205,58.446482136819235
10206,52.581684912276636
10207,75.17300317685184
10208,77.55933604654305
10209,53.0606121661055
10210,82.71477509586546
10211,76.68591080268229
10212,73.02170228866606
10213,78.11211720736824
10214,58.73792251794697
10215,59.42783426105244
10216,73.07852466572594
10217,58.88449032685746
10218,62.063507560588654
10219,59.21282122906487
10220,52.22420402348417
10221,54.65398343668873
10222,62.16275655816233
10223,59.63117655259349
10224,80.9659570335617
10225,63.61469003194891
10226,51.93225627494513
10227,51.90071180265495
10228,54.76553698943789
10229,51.08795644323329
10230,77.34256006792711
10231,76.15479125910171
10232,59.1132306914909
10233,61.95904373246525
10234,80.70237335160382
10235,58.71893383116435
10236,52.60570649065523
10237,59.17005306855077
10238,51.41676529933644
10239,78.14434800350844
10240,64.07843646423754
10241,81.92335674386052
10242,55.031722980761245
10243,53.005251649116346
10244,59.76178142725506
10245,73.16448365951271
10246,55.046878666709915
10247,82.93411050400042
10248,54.261860157550196
10249,75.93246028077806
10250,76.54560869679355
10251,54.9458118814038
10252,61.20556005683214
10253,77.12008540631544
10254,52.98732826165025
10255,55.41373281534361
10256,60.36573417657375
10257,65.11456765858937
10258,52.834351066429996
10259,61.765317623993155
10260,53.8739726835334
10261,77.37791449324644
10262,51.77141201331253
10263,75.97456426156515
10264,58.06199303727895
10265,52.90141716229281
10266,55.11127258823826
10267,77.4196304104462
10268,80.30134757468996
10269,77.58776195995591
10270,79.62452624005223
10271,53.053185374908544
10272,53.25809155891257
10273,73.9845016841333
10274,52.00561158879502
10275,54.1152923486397
10276,51.17301426370156
10277,69.89028321887136
10278,64.04055487953096
10279,62.27073207905221
10280,62.75084424987754
10281,78.30576226768216
10282,54.662728404668414
10283,79.23411160664818
10284,62.37215244255755
10285,54.65010120976622
10286,60.691304844934734
10287,59.690911646117996
10288,53.78174798672487
10289,64.94021830048723
10290,81.57366012441886
10291,53.158180949907276
10292,54.79035542122561
10293,52.56821296953598
10294,80.38099297102563
10295,52.56189937208488
10296,52.15222729213484
10297,64.03424128207986
10298,60.760802311326145
10299,61.73627679612491
10300,52.09783628560356
10301,73.59060762809455
10302,73.46009854229163
10303,51.70351591031171
10304,83.29651172276189
10305,73.25918762127918
10306,51.46484270841663
10307,79.00541913644409
10308,59.119544288941995
10309,53.25116675096913
10310,55.082716944475244
10311,61.5580931055296
10312,59.96798854083141
10313,82.33946692232153
10314,53.83225676633364
10315,80.27225885239238
10316,52.62464728300853
10317,52.3105179271294
10318,60.020333894182556
10319,81.13399279421274
10320,62.12698119774768
10321,82.18906478091786
10322,63.224275398544876
10323,77.68877951917347
10324,58.607768342002515
10325,61.977984524818545
10326,53.97233858230384
10327,77.56250757015152
10328,51.61568080783697
10329,64.70516433840271
10330,75.78963101550207
10331,59.1713602416567
10332,55.08089915674281
10333,77.9128049881023
10334,83.07993533946512
10335,63.28453884727469
10336,54.886263453722236
10337,72.45941756211779
10338,58.33104635714756
10339,58.356300746951945
10340,73.53207527364096
10341,59.69339091107592
10342,83.31624338299032
10343,76.54003895638536
10344,54.77394178825958
10345,65.2320467452023
10346,75.32593247764277
10347,59.234544110597
10348,51.69100801923348
10349,75.23370778083424
10350,54.52843421246088
10351,59.59756525839674
10352,76.38179533222302
10353,52.40858200770662
10354,62.81660317263443
10355,73.10377905553032
10356,79.91740442157169
10357,62.258104884150015
10358,65.2383603426534
10359,52.03196611634307
10360,64.68870281100733
10361,63.55742649963646
10362,51.993032288322155
10363,65.12719485349156
10364,59.946230820872145
10365,58.75686331030026
10366,61.794358451861385
10367,58.432063916365124
10368,52.988110374358925
10369,73.90530698651476
10370,75.91351948842475
10371,78.63966242305256
10372,54.63116041741293
10373,51.2661401338286
10374,64.12981126169967
10375,53.18485554888665
10376,75.31957098576234
10377,61.93966698209529
10378,82.57700014936398
10379,82.83529244986053
10380,77.64458433701579
10381,59.65692953554432
10382,52.34296676823773
10383,58.976715023666
10384,55.60834487960541
10385,64.26924734973505
10386,52.63091298603029
10387,61.03116280430066
10388,78.09317641501497
10389,52.4570857360399
10390,62.616951530298564
10391,58.410643859053906
10392,54.18265071923119
10393,77.07589022415777
10394,75.97024607662597
10395,55.09490818136078
10396,77.6003891548581
10397,70.66903602500932
10398,84.35107260147214
10399,55.1618771567057
10400,64.28430591516583
10401,79.4564904794012
10402,63.878832716331004
10403,79.96775531834578
10404,79.62240188495278
10405,81.93179469641109
10406,75.78963101550207
10407,52.850860488254696
10408,58.33979132512724
10409,62.778673693498504
10410,64.29450173953944
10411,54.790791379242286
10412,54.23277143525263
10413,59.262277765359315
10414,54.952125478854896
10415,52.148440854071
10416,83.4160068607672
10417,58.916010419683616
10418,51.785759875429264
10419,62.616999424727894
10420,54.876702478599725
10421,52.557629081575044
10422,52.97368366186086
10423,59.36717755149938
10424,85.9372162373285
10425,59.11013933244351
10426,78.09691495864948
10427,74.39132995050339
10428,75.66588622586737
10429,78.12793437054242
10430,54.815657705459344
10431,73.49595156075742
10432,80.17755489062593
10433,80.91212502945463
10434,74.18232124609838
10435,65.45238231101405
10436,81.79865014751383
10437,65.16507643819816
10438,55.23511316673162
10439,58.53186148930135
10440,75.98296906038684
10441,55.7669765673551
10442,54.67923782649312
10443,51.458529110965536
10444,57.83573193760344
10445,61.12387135355521
10446,54.996320661012575
10447,54.97707418488938
10448,59.68804682408269
10449,54.66699869517826
10450,74.68992269138668
10451,80.70191013803827
10452,80.47073840287625
10453,79.51037037793759
10454,76.75919470713754
10455,52.057472240439424
10456,81.29374680044965
10457,52.31004371344699
10458,52.34151591184381
10459,58.804892824951125
10460,54.91419599971898
10461,64.79462031589057
10462,54.96974318255109
10463,55.1555635592546
10464,63.43650634135359
10465,54.720905849263545
10466,59.33983196032441
10467,63.846775679393616
10468,55.37201689814384
10469,51.075329248331094
10470,77.8290816250622
10471,58.94514703641052
10472,58.675126712594
10473,52.95192594190159
10474,52.58924496325986
10475,58.90974471666185
10476,62.71344651761695
10477,58.75126178700549
10478,79.67543782394881
10479,75.72902220037835
10480,78.78308815812042
10481,54.77640513766633
10482,57.83325267264553
10483,76.11938893935306
10484,51.25509103056582
10485,55.49329716352107
10486,73.20863094724106
10487,54.12544027858397
10488,56.17661141272097
10489,62.419827047349955
10490,53.34021622020617
10491,55.61576542726878
10492,52.14870961383437
10493,53.38441140236385
10494,59.825581581493026
10495,83.35373690410958
10496,57.61335306485044
10497,83.6320721360691
10498,59.29175455124422
10499,58.557259562393725
10500,59.866633318965796
10501,80.16492769572373
10502,78.83354904329988
10503,55.96300361506155
10504,55.1618771567057
10505,55.702146687810085
10506,75.38357297812667
10507,81.35005806951465
10508,69.13287927115016
10509,84.2364276896756
10510,58.4295846514072
10511,78.21136757578421
10512,55.61325551509192
10513,55.09940536192172
10514,58.458673373704755
10515,59.40253197681872
10516,74.5733479735919
10517,54.57433804035305
10518,64.40566722870128
10519,78.90834270225518
10520,51.49388353628487
10521,54.94328472201654
10522,65.34952583181523
10523,59.69081585725934
10524,75.98928265783792
10525,78.70975635923585
10526,51.68705438291634
10527,82.60856813661947
10528,54.6308068392137
10529,55.34920861956849
10530,58.79226563004893
10531,51.06901565088
10532,60.87580213298115
10533,58.25140096081188
10534,77.63195714211359
10535,52.939638916157406
10536,61.488643533567526
10537,79.06607584599715
10538,54.25311518957051
10539,53.05085229974857
10540,64.78087961338655
10541,51.53807871844255
10542,53.31985521867789
10543,54.439995953716185
10544,58.90766825599172
10545,81.48006085842525
10546,53.98513817269524
10547,75.87204544501438
10548,78.73789281828596
10549,59.43313045361634
10550,74.00339458205727
10551,82.00840182536461
10552,59.068987614903875
10553,62.22017540501409
10554,51.310335315986286
10555,84.1956640357233
10556,58.051845107334685
10557,58.77611111808268
10558,53.78806158417596
10559,67.9209045649154
10560,63.02706692464156
10561,51.19826865350595
10562,55.40698325987584
10563,78.38247770034278
10564,79.28462038625696
10565,80.85778191735267
10566,58.16053133153859
10567,59.20928972079261
10568,55.276829083931375
10569,62.85831908983418
10570,54.95843907630599
10571,65.33730144120084
10572,78.88541289044392
10573,64.13989655651415
10574,65.17139003564925
10575,77.6003891548581
10576,59.25005337474491
10577,77.02538144454898
10578,81.86901363175858
10579,62.07396250596205
10580,54.28507124041333
10581,80.33679778886795
10582,82.22446710066652
10583,52.55514981661712
10584,51.53429228037871
10585,60.528275508628866
10586,50.006513800722644
10587,70.77519508982597
10588,77.65473226696005
10589,77.55619397270041
10590,57.829418340152344
10591,52.33707949003971
10592,56.873272711294206
10593,64.12914965026805
10594,57.9848269059012
10595,59.31035517443951
10596,64.01530048972657
10597,55.43223764968023
10598,58.40180310221555
10599,54.939402495094036
10600,59.09424200470828
10601,77.95287430912623
10602,63.26943238741457
10603,58.52185724264507
10604,83.84313098702583
10605,76.20984644536
10606,77.4487036459552
10607,81.83456357525736
10608,55.12399557199912
10609,58.86630950308983
10610,54.01044045692897
10611,74.11296746299497
10612,51.45221551351444
10613,58.68483868452161
10614,80.77645332117011
10615,52.38344692172619
10616,66.0039873607427
10617,55.51476511526162
10618,62.82077767428561
10619,71.6228267344546
10620,58.477614166058046
10621,59.06267401745278
10622,52.90773075974391
10623,57.61087379989253
10624,77.6003891548581
10625,80.36836577612344
10626,76.01200988825506
10627,73.8232302196505
10628,77.81645443016001
10629,52.96254808552828
10630,52.52610898874889
10631,62.37811113015019
10632,77.63195714211359
10633,51.500245028165295
10634,81.55847851458051
10635,79.0243599287974
10636,54.96475267375709
10637,54.010392562499625
10638,65.33063293389127
10639,61.89576407466629
10640,52.332890247688084
10641,75.77321738253602
10642,59.41137273365706
10643,55.11136837709692
10644,52.85965335066372
10645,52.91404435719501
10646,55.18081794905899
10647,80.94994620488345
10648,61.70470880886943
10649,59.024792432746196
10650,58.33522085879874
10651,83.49351316130296
10652,55.34956441302408
10653,55.34956441302408
10654,53.0606121661055
10655,57.397192000689884
10656,58.40433026160281
10657,73.26302195377235
10658,51.56969460012736
10659,67.11639580444272
10660,64.57112793553574
10661,83.84182381391992
10662,80.82028839623342
10663,55.41864094432017
10664,59.09040767221509
10665,80.33043629698753
10666,51.53812661287188
10667,59.980648889462486
10668,88.15227548366735
10669,62.1659280817708
10670,81.1699062219563
10671,55.718203195661324
10672,65.27798505848257
10673,52.79651737615274
10674,82.2358505036807
10675,61.67945441906504
10676,73.35568260859756
10677,81.83072924276419
10678,62.5752356130988
10679,61.71733600377162
10680,65.84231309197209
10681,52.90148857168744
10682,72.67915799983632
10683,53.45521604186118
10684,51.62151055284207
10685,54.48842694099561
10686,54.77185058688899
10687,80.44796327802979
10688,52.377014020451135
10689,75.80230610483359
10690,56.31908021023021
10691,76.5907561421987
10692,80.91695800845298
10693,77.49548936871804
10694,73.94662009942672
10695,52.394170626862966
10696,54.542770053097556
10697,73.44751924181877
10698,83.64260812960072
10699,58.87191102638461
10700,77.6003891548581
10701,64.9338568086068
10702,55.07348679239034
10703,58.75681541587093
10704,62.4459201994588
10705,81.90013389223705
10706,53.64284884280072
10707,82.37407317695917
10708,52.15606162462802
10709,51.72893749836939
10710,62.45522936709862
10711,51.32296251088848
10712,52.56151130849754
10713,62.09254838845688
10714,61.64862940525535
